date,symbol,price
2023-05-12,GOOG,115.04
2023-05-15,GOOG,116.31
2023-05-16,GOOG,113.91
2023-05-17,GOOG,116.68
2023-05-18,GOOG,118.19
2023-05-19,GOOG,116.86
2023-05-22,GOOG,117.82
2023-05-23,GOOG,117.75
2023-05-24,GOOG,118.86
2023-05-25,GOOG,120.51
2023-05-26,GOOG,120.69
2023-05-29,GOOG,118.44
2023-05-30,GOOG,116.83
2023-05-31,GOOG,117.38
2023-06-01,GOOG,116.84
2023-06-02,GOOG,117.45
2023-06-05,GOOG,119.2
2023-06-06,GOOG,117.52
2023-06-07,GOOG,119.26
2023-06-08,GOOG,119.83
2023-06-09,GOOG,119.2
2023-06-12,GOOG,115.41
2023-06-13,GOOG,115.99
2023-06-14,GOOG,117.2
2023-06-15,GOOG,117.47
2023-06-16,GOOG,119.44
2023-06-19,GOOG,120.58
2023-06-20,GOOG,119.29
2023-06-21,GOOG,118.34
2023-06-22,GOOG,117.19
2023-06-23,GOOG,117.89
2023-06-26,GOOG,118.03
2023-06-27,GOOG,118.44
2023-06-28,GOOG,117.28
2023-06-29,GOOG,118.59
2023-06-30,GOOG,118.63
2023-07-03,GOOG,117.2
2023-07-04,GOOG,118.68
2023-07-05,GOOG,117.34
2023-07-06,GOOG,117.36
2023-07-07,GOOG,118.14
2023-07-10,GOOG,119.27
2023-07-11,GOOG,119.07
2023-07-12,GOOG,118.75
2023-07-13,GOOG,120.1
2023-07-14,GOOG,117.61
2023-07-17,GOOG,117.94
2023-07-18,GOOG,119.2
2023-07-19,GOOG,121.02
2023-07-20,GOOG,119.77
2023-07-21,GOOG,119.92
2023-07-24,GOOG,120.32
2023-07-25,GOOG,119.54
2023-07-26,GOOG,119.43
2023-07-27,GOOG,118.59
2023-07-28,GOOG,117.93
2023-07-31,GOOG,115.7
2023-08-01,GOOG,114.38
2023-08-02,GOOG,114.51
2023-08-03,GOOG,112.78
2023-08-04,GOOG,113.68
2023-08-07,GOOG,113.53
2023-08-08,GOOG,114.83
2023-08-09,GOOG,117.3
2023-08-10,GOOG,117.6
2023-08-11,GOOG,116.04
2023-08-14,GOOG,116.55
2023-08-15,GOOG,116.23
2023-08-16,GOOG,115.7
2023-08-17,GOOG,114.15
2023-08-18,GOOG,114.47
2023-08-21,GOOG,114.27
2023-08-22,GOOG,112.39
2023-08-23,GOOG,111.6
2023-08-24,GOOG,110.53
2023-08-25,GOOG,111.33
2023-08-28,GOOG,108.7
2023-08-29,GOOG,109.12
2023-08-30,GOOG,109.9
2023-08-31,GOOG,110.43
2023-09-01,GOOG,110.65
2023-09-04,GOOG,112.64
2023-09-05,GOOG,114.81
2023-09-06,GOOG,116.03
2023-09-07,GOOG,114.47
2023-09-08,GOOG,116.5
2023-09-11,GOOG,116.72
2023-09-12,GOOG,119.16
2023-09-13,GOOG,118.39
2023-09-14,GOOG,118.59
2023-09-15,GOOG,116.58
2023-09-18,GOOG,115.41
2023-09-19,GOOG,116.38
2023-09-20,GOOG,116.0
2023-09-21,GOOG,118.12
2023-09-22,GOOG,117.9
2023-09-25,GOOG,120.17
2023-09-26,GOOG,118.81
2023-09-27,GOOG,119.25
2023-09-28,GOOG,118.21
2023-09-29,GOOG,117.1
2023-10-02,GOOG,117.95
2023-10-03,GOOG,117.81
2023-10-04,GOOG,117.99
2023-10-05,GOOG,115.9
2023-10-06,GOOG,116.18
2023-10-09,GOOG,115.24
2023-10-10,GOOG,116.55
2023-10-11,GOOG,117.11
2023-10-12,GOOG,114.12
2023-10-13,GOOG,112.05
2023-10-16,GOOG,110.57
2023-10-17,GOOG,113.43
2023-10-18,GOOG,111.62
2023-10-19,GOOG,110.11
2023-10-20,GOOG,109.39
2023-10-23,GOOG,108.47
2023-10-24,GOOG,110.15
2023-10-25,GOOG,109.43
2023-10-26,GOOG,109.48
2023-10-27,GOOG,107.95
2023-10-30,GOOG,108.34
2023-10-31,GOOG,108.87
2023-11-01,GOOG,107.7
2023-11-02,GOOG,108.72
2023-11-03,GOOG,110.1
2023-11-06,GOOG,110.87
2023-11-07,GOOG,110.97
2023-11-08,GOOG,109.15
2023-11-09,GOOG,107.61
2023-11-10,GOOG,107.99
2023-11-13,GOOG,108.19
2023-11-14,GOOG,107.47
2023-11-15,GOOG,106.02
2023-11-16,GOOG,107.2
2023-11-17,GOOG,104.9
2023-11-20,GOOG,104.09
2023-11-21,GOOG,104.72
2023-11-22,GOOG,104.64
2023-11-23,GOOG,105.77
2023-11-24,GOOG,107.19
2023-11-27,GOOG,106.13
2023-11-28,GOOG,106.04
2023-11-29,GOOG,103.08
2023-11-30,GOOG,102.89
2023-12-01,GOOG,100.77
2023-12-04,GOOG,101.45
2023-12-05,GOOG,101.76
2023-12-06,GOOG,103.85
2023-12-07,GOOG,102.58
2023-12-08,GOOG,102.23
2023-12-11,GOOG,104.14
2023-12-12,GOOG,105.07
2023-12-13,GOOG,105.83
2023-12-14,GOOG,105.95
2023-12-15,GOOG,107.2
2023-12-18,GOOG,105.57
2023-12-19,GOOG,105.32
2023-12-20,GOOG,105.19
2023-12-21,GOOG,109.45
2023-12-22,GOOG,107.49
2023-12-25,GOOG,104.89
2023-12-26,GOOG,105.54
2023-12-27,GOOG,105.95
2023-12-28,GOOG,104.34
2023-12-29,GOOG,103.29
2022-01-03,MSFT,300.41
2022-01-04,MSFT,298.81
2022-01-05,MSFT,298.72
2022-01-06,MSFT,293.22
2022-01-07,MSFT,296.29
2022-01-10,MSFT,294.66
2022-01-11,MSFT,295.26
2022-01-12,MSFT,297.9
2022-01-13,MSFT,302.22
2022-01-14,MSFT,302.06
2022-01-17,MSFT,305.26
2022-01-18,MSFT,305.04
2022-01-19,MSFT,304.75
2022-01-20,MSFT,305.85
2022-01-21,MSFT,302.31
2022-01-24,MSFT,299.98
2022-01-25,MSFT,300.44
2022-01-26,MSFT,298.7
2022-01-27,MSFT,295.4
2022-01-28,MSFT,297.8
2022-01-31,MSFT,298.52
2022-02-01,MSFT,298.81
2022-02-02,MSFT,301.73
2022-02-03,MSFT,302.47
2022-02-04,MSFT,304.6
2022-02-07,MSFT,301.45
2022-02-08,MSFT,298.04
2022-02-09,MSFT,301.43
2022-02-10,MSFT,300.54
2022-02-11,MSFT,298.47
2022-02-14,MSFT,293.8
2022-02-15,MSFT,297.22
2022-02-16,MSFT,293.14
2022-02-17,MSFT,291.75
2022-02-18,MSFT,290.9
2022-02-21,MSFT,294.36
2022-02-22,MSFT,298.73
2022-02-23,MSFT,299.94
2022-02-24,MSFT,301.11
2022-02-25,MSFT,303.47
2022-02-28,MSFT,298.56
2022-03-01,MSFT,291.09
2022-03-02,MSFT,285.1
2022-03-03,MSFT,282.84
2022-03-04,MSFT,286.66
2022-03-07,MSFT,288.24
2022-03-08,MSFT,293.2
2022-03-09,MSFT,290.94
2022-03-10,MSFT,289.7
2022-03-11,MSFT,284.81
2022-03-14,MSFT,288.1
2022-03-15,MSFT,288.4
2022-03-16,MSFT,291.35
2022-03-17,MSFT,288.87
2022-03-18,MSFT,287.64
2022-03-21,MSFT,286.37
2022-03-22,MSFT,288.02
2022-03-23,MSFT,277.28
2022-03-24,MSFT,272.6
2022-03-25,MSFT,272.22
2022-03-28,MSFT,275.83
2022-03-29,MSFT,274.62
2022-03-30,MSFT,275.78
2022-03-31,MSFT,279.1
2022-04-01,MSFT,277.09
2022-04-04,MSFT,274.95
2022-04-05,MSFT,279.16
2022-04-06,MSFT,280.65
2022-04-07,MSFT,277.68
2022-04-08,MSFT,278.2
2022-04-11,MSFT,280.62
2022-04-12,MSFT,281.37
2022-04-13,MSFT,280.26
2022-04-14,MSFT,277.41
2022-04-15,MSFT,278.14
2022-04-18,MSFT,280.62
2022-04-19,MSFT,280.94
2022-04-20,MSFT,286.34
2022-04-21,MSFT,287.22
2022-04-22,MSFT,287.43
2022-04-25,MSFT,291.29
2022-04-26,MSFT,287.62
2022-04-27,MSFT,284.01
2022-04-28,MSFT,283.3
2022-04-29,MSFT,285.2
2022-05-02,MSFT,288.2
2022-05-03,MSFT,287.92
2022-05-04,MSFT,288.75
2022-05-05,MSFT,278.41
2022-05-06,MSFT,274.73
2022-05-09,MSFT,281.68
2022-05-10,MSFT,282.92
2022-05-11,MSFT,282.5
2022-05-12,MSFT,288.29
2022-05-13,MSFT,282.81
2022-05-16,MSFT,280.3
2022-05-17,MSFT,277.04
2022-05-18,MSFT,282.39
2022-05-19,MSFT,277.41
2022-05-20,MSFT,274.79
2022-05-23,MSFT,274.75
2022-05-24,MSFT,274.49
2022-05-25,MSFT,274.81
2022-05-26,MSFT,281.2
2022-05-27,MSFT,285.48
2022-05-30,MSFT,282.94
2022-05-31,MSFT,286.01
2022-06-01,MSFT,291.09
2022-06-02,MSFT,293.32
2022-06-03,MSFT,294.92
2022-06-06,MSFT,295.56
2022-06-07,MSFT,298.09
2022-06-08,MSFT,298.03
2022-06-09,MSFT,297.6
2022-06-10,MSFT,298.72
2022-06-13,MSFT,304.09
2022-06-14,MSFT,303.87
2022-06-15,MSFT,304.15
2022-06-16,MSFT,306.78
2022-06-17,MSFT,303.49
2022-06-20,MSFT,310.3
2022-06-21,MSFT,307.35
2022-06-22,MSFT,308.47
2022-06-23,MSFT,310.16
2022-06-24,MSFT,311.73
2022-06-27,MSFT,309.0
2022-06-28,MSFT,313.75
2022-06-29,MSFT,320.59
2022-06-30,MSFT,317.36
2022-07-01,MSFT,321.42
2022-07-04,MSFT,322.35
2022-07-05,MSFT,323.37
2022-07-06,MSFT,321.6
2022-07-07,MSFT,321.23
2022-07-08,MSFT,320.66
2022-07-11,MSFT,318.74
2022-07-12,MSFT,317.01
2022-07-13,MSFT,309.29
2022-07-14,MSFT,311.29
2022-07-15,MSFT,311.15
2022-07-18,MSFT,314.58
2022-07-19,MSFT,315.82
2022-07-20,MSFT,317.0
2022-07-21,MSFT,319.4
2022-07-22,MSFT,326.64
2022-07-25,MSFT,326.73
2022-07-26,MSFT,329.84
2022-07-27,MSFT,328.83
2022-07-28,MSFT,328.19
2022-07-29,MSFT,331.76
2022-08-01,MSFT,336.79
2022-08-02,MSFT,343.46
2022-08-03,MSFT,344.7
2022-08-04,MSFT,346.04
2022-08-05,MSFT,341.25
2022-08-08,MSFT,341.27
2022-08-09,MSFT,347.39
2022-08-10,MSFT,348.44
2022-08-11,MSFT,348.22
2022-08-12,MSFT,352.45
2022-08-15,MSFT,354.4
2022-08-16,MSFT,354.2
2022-08-17,MSFT,354.86
2022-08-18,MSFT,358.41
2022-08-19,MSFT,355.87
2022-08-22,MSFT,354.86
2022-08-23,MSFT,356.05
2022-08-24,MSFT,358.1
2022-08-25,MSFT,360.84
2022-08-26,MSFT,360.68
2022-08-29,MSFT,363.84
2022-08-30,MSFT,360.56
2022-08-31,MSFT,360.47
2022-09-01,MSFT,359.86
2022-09-02,MSFT,361.03
2022-09-05,MSFT,367.37
2022-09-06,MSFT,367.86
2022-09-07,MSFT,371.15
2022-09-08,MSFT,371.91
2022-09-09,MSFT,373.06
2022-09-12,MSFT,374.28
2022-09-13,MSFT,375.7
2022-09-14,MSFT,376.91
2022-09-15,MSFT,374.97
2022-09-16,MSFT,370.74
2022-09-19,MSFT,369.51
2022-09-20,MSFT,369.14
2022-09-21,MSFT,368.06
2022-09-22,MSFT,373.66
2022-09-23,MSFT,373.39
2022-09-26,MSFT,375.23
2022-09-27,MSFT,374.06
2022-09-28,MSFT,375.46
2022-09-29,MSFT,373.6
2022-09-30,MSFT,371.64
2022-10-03,MSFT,374.14
2022-10-04,MSFT,373.64
2022-10-05,MSFT,375.71
2022-10-06,MSFT,377.2
2022-10-07,MSFT,378.51
2022-10-10,MSFT,378.61
2022-10-11,MSFT,371.43
2022-10-12,MSFT,373.67
2022-10-13,MSFT,379.43
2022-10-14,MSFT,379.83
2022-10-17,MSFT,377.02
2022-10-18,MSFT,378.69
2022-10-19,MSFT,375.14
2022-10-20,MSFT,382.76
2022-10-21,MSFT,379.01
2022-10-24,MSFT,385.02
2022-10-25,MSFT,385.98
2022-10-26,MSFT,385.96
2022-10-27,MSFT,380.22
2022-10-28,MSFT,381.02
2022-10-31,MSFT,380.16
2022-11-01,MSFT,380.21
2022-11-02,MSFT,379.23
2022-11-03,MSFT,380.93
2022-11-04,MSFT,378.54
2022-11-07,MSFT,379.97
2022-11-08,MSFT,380.17
2022-11-09,MSFT,375.76
2022-11-10,MSFT,373.34
2022-11-11,MSFT,377.96
2022-11-14,MSFT,378.1
2022-11-15,MSFT,379.99
2022-11-16,MSFT,379.18
2022-11-17,MSFT,379.87
2022-11-18,MSFT,383.59
2022-11-21,MSFT,384.86
2022-11-22,MSFT,385.08
2022-11-23,MSFT,392.18
2022-11-24,MSFT,390.61
2022-11-25,MSFT,392.29
2022-11-28,MSFT,391.28
2022-11-29,MSFT,390.64
2022-11-30,MSFT,392.27
2022-12-01,MSFT,392.7
2022-12-02,MSFT,395.25
2022-12-05,MSFT,397.24
2022-12-06,MSFT,397.29
2022-12-07,MSFT,395.1
2022-12-08,MSFT,394.95
2022-12-09,MSFT,396.13
2022-12-12,MSFT,400.98
2022-12-13,MSFT,400.72
2022-12-14,MSFT,405.42
2022-12-15,MSFT,405.65
2022-12-16,MSFT,402.5
2022-12-19,MSFT,406.85
2022-12-20,MSFT,409.56
2022-12-21,MSFT,407.71
2022-12-22,MSFT,412.71
2022-12-23,MSFT,408.84
2022-12-26,MSFT,412.52
2022-12-27,MSFT,411.62
2022-12-28,MSFT,411.62
2022-12-29,MSFT,410.2
2022-12-30,MSFT,408.82
2023-01-02,MSFT,408.25
2023-01-03,MSFT,409.33
2023-01-04,MSFT,406.63
2023-01-05,MSFT,407.61
2023-01-06,MSFT,404.23
2023-01-09,MSFT,410.08
2023-01-10,MSFT,409.92
2023-01-11,MSFT,408.31
2023-01-12,MSFT,406.87
2023-01-13,MSFT,407.57
2023-01-16,MSFT,413.03
2023-01-17,MSFT,412.12
2023-01-18,MSFT,409.73
2023-01-19,MSFT,406.1
2023-01-20,MSFT,409.94
2023-01-23,MSFT,405.88
2023-01-24,MSFT,405.6
2023-01-25,MSFT,406.92
2023-01-26,MSFT,410.35
2023-01-27,MSFT,411.35
2023-01-30,MSFT,410.56
2023-01-31,MSFT,410.69
2023-02-01,MSFT,407.44
2023-02-02,MSFT,408.62
2023-02-03,MSFT,410.9
2023-02-06,MSFT,405.32
2023-02-07,MSFT,407.86
2023-02-08,MSFT,402.19
2023-02-09,MSFT,399.71
2023-02-10,MSFT,402.14
2023-02-13,MSFT,409.91
2023-02-14,MSFT,410.5
2023-02-15,MSFT,409.94
2023-02-16,MSFT,413.06
2023-02-17,MSFT,407.91
2023-02-20,MSFT,413.55
2023-02-21,MSFT,417.57
2023-02-22,MSFT,417.23
2023-02-23,MSFT,415.37
2023-02-24,MSFT,414.28
2023-02-27,MSFT,423.05
2023-02-28,MSFT,421.72
2023-03-01,MSFT,421.87
2023-03-02,MSFT,420.82
2023-03-03,MSFT,422.93
2023-03-06,MSFT,421.1
2023-03-07,MSFT,421.8
2023-03-08,MSFT,422.78
2023-03-09,MSFT,426.38
2023-03-10,MSFT,426.6
2023-03-13,MSFT,424.84
2023-03-14,MSFT,422.67
2023-03-15,MSFT,415.98
2023-03-16,MSFT,418.72
2023-03-17,MSFT,415.69
2023-03-20,MSFT,414.56
2023-03-21,MSFT,411.33
2023-03-22,MSFT,410.47
2023-03-23,MSFT,410.92
2023-03-24,MSFT,411.21
2023-03-27,MSFT,411.16
2023-03-28,MSFT,406.91
2023-03-29,MSFT,410.69
2023-03-30,MSFT,407.56
2023-03-31,MSFT,412.02
2023-04-03,MSFT,408.32
2023-04-04,MSFT,407.82
2023-04-05,MSFT,411.18
2023-04-06,MSFT,409.93
2023-04-07,MSFT,404.65
2023-04-10,MSFT,404.89
2023-04-11,MSFT,404.86
2023-04-12,MSFT,404.51
2023-04-13,MSFT,410.1
2023-04-14,MSFT,409.49
2023-04-17,MSFT,411.63
2023-04-18,MSFT,412.4
2023-04-19,MSFT,409.44
2023-04-20,MSFT,405.97
2023-04-21,MSFT,402.27
2023-04-24,MSFT,400.9
2023-04-25,MSFT,400.93
2023-04-26,MSFT,406.26
2023-04-27,MSFT,413.46
2023-04-28,MSFT,410.45
2023-05-01,MSFT,410.82
2023-05-02,MSFT,413.19
2023-05-03,MSFT,412.99
2023-05-04,MSFT,411.34
2023-05-05,MSFT,412.57
2023-05-08,MSFT,411.74
2023-05-09,MSFT,410.95
2023-05-10,MSFT,411.6
2023-05-11,MSFT,410.62
2023-05-12,MSFT,411.86
2023-05-15,MSFT,414.56
2023-05-16,MSFT,417.41
2023-05-17,MSFT,413.12
2023-05-18,MSFT,411.67
2023-05-19,MSFT,411.76
2023-05-22,MSFT,411.94
2023-05-23,MSFT,412.12
2023-05-24,MSFT,407.8
2023-05-25,MSFT,406.51
2023-05-26,MSFT,404.83
2023-05-29,MSFT,405.64
2023-05-30,MSFT,408.66
2023-05-31,MSFT,404.11
2023-06-01,MSFT,406.45
2023-06-02,MSFT,406.68
2023-06-05,MSFT,406.94
2023-06-06,MSFT,409.06
2023-06-07,MSFT,410.24
2023-06-08,MSFT,412.56
2023-06-09,MSFT,413.79
2023-06-12,MSFT,414.4
2023-06-13,MSFT,413.4
2023-06-14,MSFT,410.93
2023-06-15,MSFT,410.41
2023-06-16,MSFT,410.02
2023-06-19,MSFT,413.04
2023-06-20,MSFT,416.07
2023-06-21,MSFT,419.65
2023-06-22,MSFT,415.6
2023-06-23,MSFT,421.12
2023-06-26,MSFT,421.29
2023-06-27,MSFT,424.35
2023-06-28,MSFT,422.41
2023-06-29,MSFT,422.26
2023-06-30,MSFT,425.8
2023-07-03,MSFT,425.73
2023-07-04,MSFT,428.57
2023-07-05,MSFT,426.01
2023-07-06,MSFT,426.75
2023-07-07,MSFT,426.61
2023-07-10,MSFT,429.01
2023-07-11,MSFT,427.13
2023-07-12,MSFT,425.52
2023-07-13,MSFT,425.9
2023-07-14,MSFT,424.25
2023-07-17,MSFT,427.83
2023-07-18,MSFT,424.88
2023-07-19,MSFT,424.12
2023-07-20,MSFT,424.09
2023-07-21,MSFT,418.44
2023-07-24,MSFT,424.09
2023-07-25,MSFT,422.15
2023-07-26,MSFT,423.32
2023-07-27,MSFT,425.91
2023-07-28,MSFT,430.7
2023-07-31,MSFT,435.19
2023-08-01,MSFT,428.12
2023-08-02,MSFT,426.14
2023-08-03,MSFT,425.9
2023-08-04,MSFT,426.66
2023-08-07,MSFT,426.04
2023-08-08,MSFT,427.27
2023-08-09,MSFT,427.06
2023-08-10,MSFT,421.66
2023-08-11,MSFT,421.31
2023-08-14,MSFT,418.24
2023-08-15,MSFT,419.59
2023-08-16,MSFT,421.74
2023-08-17,MSFT,424.71
2023-08-18,MSFT,423.67
2023-08-21,MSFT,420.63
2023-08-22,MSFT,418.73
2023-08-23,MSFT,419.42
2023-08-24,MSFT,418.99
2023-08-25,MSFT,422.07
2023-08-28,MSFT,423.39
2023-08-29,MSFT,423.56
2023-08-30,MSFT,423.37
2023-08-31,MSFT,422.24
2023-09-01,MSFT,422.99
2023-09-04,MSFT,422.36
2023-09-05,MSFT,423.25
2023-09-06,MSFT,425.07
2023-09-07,MSFT,429.13
2023-09-08,MSFT,431.25
2023-09-11,MSFT,430.89
2023-09-12,MSFT,428.39
2023-09-13,MSFT,430.41
2023-09-14,MSFT,429.34
2023-09-15,MSFT,425.51
2023-09-18,MSFT,423.87
2023-09-19,MSFT,428.3
2023-09-20,MSFT,430.45
2023-09-21,MSFT,432.28
2023-09-22,MSFT,430.66
2023-09-25,MSFT,430.19
2023-09-26,MSFT,431.44
2023-09-27,MSFT,431.08
2023-09-28,MSFT,432.92
2023-09-29,MSFT,436.46
2023-10-02,MSFT,430.96
2023-10-03,MSFT,435.27
2023-10-04,MSFT,439.76
2023-10-05,MSFT,444.71
2023-10-06,MSFT,448.6
2023-10-09,MSFT,449.02
2023-10-10,MSFT,449.34
2023-10-11,MSFT,449.23
2023-10-12,MSFT,449.98
2023-10-13,MSFT,452.32
2023-10-16,MSFT,454.26
2023-10-17,MSFT,452.56
2023-10-18,MSFT,451.35
2023-10-19,MSFT,456.59
2023-10-20,MSFT,457.06
2023-10-23,MSFT,453.67
2023-10-24,MSFT,448.64
2023-10-25,MSFT,445.59
2023-10-26,MSFT,444.89
2023-10-27,MSFT,448.14
2023-10-30,MSFT,451.79
2023-10-31,MSFT,450.47
2023-11-01,MSFT,447.75
2023-11-02,MSFT,447.78
2023-11-03,MSFT,447.41
2023-11-06,MSFT,451.86
2023-11-07,MSFT,459.07
2023-11-08,MSFT,454.15
2023-11-09,MSFT,456.35
2023-11-10,MSFT,455.28
2023-11-13,MSFT,455.57
2023-11-14,MSFT,451.99
2023-11-15,MSFT,449.09
2023-11-16,MSFT,450.58
2023-11-17,MSFT,452.23
2023-11-20,MSFT,448.42
2023-11-21,MSFT,450.98
2023-11-22,MSFT,450.2
2023-11-23,MSFT,448.28
2023-11-24,MSFT,451.24
2023-11-27,MSFT,449.29
2023-11-28,MSFT,447.03
2023-11-29,MSFT,446.82
2023-11-30,MSFT,444.82
2023-12-01,MSFT,442.17
2023-12-04,MSFT,438.56
2023-12-05,MSFT,442.03
2023-12-06,MSFT,442.53
2023-12-07,MSFT,442.17
2023-12-08,MSFT,442.51
2023-12-11,MSFT,444.89
2023-12-12,MSFT,446.61
2023-12-13,MSFT,443.64
2023-12-14,MSFT,443.7
2023-12-15,MSFT,439.86
2023-12-18,MSFT,439.07
2023-12-19,MSFT,441.14
2023-12-20,MSFT,439.18
2023-12-21,MSFT,434.78
2023-12-22,MSFT,437.66
2023-12-25,MSFT,437.12
2023-12-26,MSFT,440.86
2023-12-27,MSFT,443.54
2023-12-28,MSFT,441.2
2023-12-29,MSFT,443.74
